song_id,filename,valence_pred,arousal_pred,mood_basic_pred,mood_detailed_pred,actual_quadrant,actual_mood,pred_quadrant,correct
MT0034378005,MT0034378005.mp3,0.6574588840737314,0.6336563534035407,Happy/Energetic,Happy/Energetic,Q1,Happy/Energetic,Q1,True
MT0034552648,MT0034552648.mp3,0.6383944625350142,0.5773185564462301,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0034555338,MT0034555338.mp3,0.703357924107143,0.6110304716192032,Happy/Energetic,Happy/Energetic,Q1,Happy/Energetic,Q1,True
MT0034563474,MT0034563474.mp3,0.7306837190637674,0.5581625925004188,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0034677542,MT0034677542.mp3,0.708455190972222,0.5719690167762922,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0034852831,MT0034852831.mp3,0.7099701666083099,0.5947779964628582,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0034893754,MT0034893754.mp3,0.606772004845245,0.5143602628968253,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0034988131,MT0034988131.mp3,0.7083292371170496,0.6042489542701953,Happy/Energetic,Happy/Energetic,Q1,Happy/Energetic,Q1,True
MT0034992752,MT0034992752.mp3,0.7253546517976243,0.5757363588734321,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0035014333,MT0035014333.mp3,0.7092317036435787,0.6051115426587302,Happy/Energetic,Happy/Energetic,Q1,Happy/Energetic,Q1,True
MT0035037927,MT0035037927.mp3,0.6867061632855286,0.5764010698425801,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0035133312,MT0035133312.mp3,0.6065050742660117,0.5844260851821789,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0035332435,MT0035332435.mp3,0.7607212848348197,0.5820927399212199,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0036217440,MT0036217440.mp3,0.6240158358134922,0.5581867098460532,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
MT0036368550,MT0036368550.mp3,0.7069830024351584,0.5831529847617718,Happy/Energetic,Content/Active,Q1,Happy/Energetic,Q1,True
A010,A010.mp3,0.3441026289682539,0.6975979279373834,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A013,A013.mp3,0.3711194494047618,0.6912520913911347,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A020,A020.mp3,0.3804927020202021,0.725645611572934,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A023,A023.mp3,0.23283074449855692,0.7435398309704159,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A025,A025.mp3,0.3594775340568139,0.6209532242063495,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A028,A028.mp3,0.21368465002479858,0.67930143642829,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A049,A049.mp3,0.3436455580357142,0.7294622988078191,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A051,A051.mp3,0.2835371478174603,0.7054660906846258,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A052,A052.mp3,0.31672381786616177,0.6599019223484848,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A055,A055.mp3,0.3368546480082417,0.6832922602654701,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A062-170,A062-170.mp3,0.25624063401875896,0.6825465163987494,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A068-167,A068-167.mp3,0.201458244047619,0.7239220982142861,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A074-91,A074-91.mp3,0.2255565848214286,0.9063456890331894,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A080-92,A080-92.mp3,0.24141894358991783,0.7060932035414212,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A082-93,A082-93.mp3,0.20810583895485749,0.6900880515722736,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A087-165,A087-165.mp3,0.45420798092532455,0.6679012689652672,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
A090-94,A090-94.mp3,0.3703054772832898,0.6307599851190474,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A091-95,A091-95.mp3,0.400358208599598,0.679825230857804,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
A103-99,A103-99.mp3,0.35475355158730165,0.6748983561561234,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A116-135,A116-135.mp3,0.33769526683590095,0.7091297172246008,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A127-133,A127-133.mp3,0.22244827628968253,0.8850973462301589,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A131-101,A131-101.mp3,0.3773863747016871,0.5805570833333334,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
A136-97,A136-97.mp3,0.21790954387626257,0.7566459475310974,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A140-166,A140-166.mp3,0.30057519841269825,0.8064305600649351,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A142-98,A142-98.mp3,0.30832179905132806,0.8601253745418208,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A147-169,A147-169.mp3,0.312513152281746,0.9009709623015872,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A150-132,A150-132.mp3,0.30446584908147406,0.7236709192227297,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A151-172,A151-172.mp3,0.3651305977182539,0.7115347495039681,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A159-164,A159-164.mp3,0.4982139373464718,0.6859495939517499,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
A172,A172.mp3,0.31528287022005774,0.7928904761904764,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A174,A174.mp3,0.31922920185082515,0.6508272779837515,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A176,A176.mp3,0.2680492760191197,0.825396156714403,Angry/Tense,Angry/Stressed,Q2,Angry/Tense,Q2,True
A177,A177.mp3,0.2887758134920634,0.6892264260912695,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A182,A182.mp3,0.26516351370851365,0.6945284120997982,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A183,A183.mp3,0.3088263690476189,0.8033952456244791,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
A193,A193.mp3,0.44673150235486164,0.6872637662857977,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
A194,A194.mp3,0.3798139021030141,0.7222785245028674,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
MT0000011357,MT0000011357.mp3,0.3183332223283164,0.5405229540824863,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000011975,MT0000011975.mp3,0.319542355610441,0.5520508994624651,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000038502,MT0000038502.mp3,0.2858781020607791,0.5467638036853539,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000042939,MT0000042939.mp3,0.28342199667458806,0.5302173635735998,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000066236,MT0000066236.mp3,0.4303374289772727,0.569878216587427,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000089238,MT0000089238.mp3,0.4098923313492064,0.5489269343745025,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000133200,MT0000133200.mp3,0.3033955272956421,0.5375359180689987,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000145509,MT0000145509.mp3,0.4052101676892348,0.550002918648586,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000153970,MT0000153970.mp3,0.4319847420634919,0.5117390202305007,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000169174,MT0000169174.mp3,0.3278987424687028,0.5318934196702133,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000169836,MT0000169836.mp3,0.43753402515886874,0.5136266753024374,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000186467,MT0000186467.mp3,0.2878363603772942,0.5336433641516396,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000190640,MT0000190640.mp3,0.29240813210571237,0.5175771451876849,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000216849,MT0000216849.mp3,0.2923723638167387,0.5419098747509948,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000231442,MT0000231442.mp3,0.3248275566014115,0.5248829814377265,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000231784,MT0000231784.mp3,0.4019856208028083,0.4943974231150792,Sad/Calm,Neutral/Balanced,Q2,Angry/Tense,Q3,False
MT0000258646,MT0000258646.mp3,0.2931544595113413,0.5520288431754238,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000270200,MT0000270200.mp3,0.4003425669642858,0.5327134964124985,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000271970,MT0000271970.mp3,0.2994005616392936,0.5218698762334406,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000272906,MT0000272906.mp3,0.3019477605229399,0.5226278784546895,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000283043,MT0000283043.mp3,0.44213543504127356,0.535171552830161,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000287921,MT0000287921.mp3,0.2929630924660073,0.51932088578908,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000316110,MT0000316110.mp3,0.4070857982835429,0.5397252174583617,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000318206,MT0000318206.mp3,0.3797872700216448,0.5616934099104369,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000321394,MT0000321394.mp3,0.3104235904969752,0.5402469505531975,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000377411,MT0000377411.mp3,0.3592741497564934,0.5637441081697143,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000419956,MT0000419956.mp3,0.27561913819655764,0.5778631739046154,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000425270,MT0000425270.mp3,0.39500142541486283,0.5461854206059078,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000441552,MT0000441552.mp3,0.3918085446324481,0.5590778424805455,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000456939,MT0000456939.mp3,0.377513205702693,0.5394606775258624,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000463371,MT0000463371.mp3,0.2968580753614613,0.548195287312816,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000495176,MT0000495176.mp3,0.35557409484410935,0.5525296215855717,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000522938,MT0000522938.mp3,0.26087909712925383,0.5577020109345426,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000562195,MT0000562195.mp3,0.33157992088820853,0.5502802072357896,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000573766,MT0000573766.mp3,0.32691964615147134,0.5405952742532888,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000576231,MT0000576231.mp3,0.43864675347222226,0.5414049855699856,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000604234,MT0000604234.mp3,0.3734920625405643,0.5568684933216934,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000642549,MT0000642549.mp3,0.29485613095238083,0.5725885940070206,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000666429,MT0000666429.mp3,0.3195917599224354,0.5345447449382802,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000682947,MT0000682947.mp3,0.3018928168189423,0.5442472834921653,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000694316,MT0000694316.mp3,0.3017961548581646,0.5359599543331539,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000724357,MT0000724357.mp3,0.4554577502705628,0.5533486160714286,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000729701,MT0000729701.mp3,0.2555569744307656,0.5403098178543594,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000732821,MT0000732821.mp3,0.3742196987561047,0.5410003497023811,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000735056,MT0000735056.mp3,0.2944752106812978,0.5193571648658176,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000741489,MT0000741489.mp3,0.34673589023109225,0.5528708314829528,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000744293,MT0000744293.mp3,0.37611760912698416,0.5629619607962302,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000778102,MT0000778102.mp3,0.4357284497100122,0.5417595693536046,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000783307,MT0000783307.mp3,0.3731237519078144,0.5423961793893826,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000789330,MT0000789330.mp3,0.4035010044642857,0.5615125173757426,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000808227,MT0000808227.mp3,0.3563915523538961,0.5345760433096813,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000829531,MT0000829531.mp3,0.4125319518849207,0.5264706870039684,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000834505,MT0000834505.mp3,0.3650771766788617,0.5422974755646275,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000850957,MT0000850957.mp3,0.3595177331349207,0.551254641357586,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000852582,MT0000852582.mp3,0.3325163947307482,0.5242201869527279,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000874482,MT0000874482.mp3,0.432337931929182,0.5601854597256047,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000892306,MT0000892306.mp3,0.37098457266626544,0.5316396744276012,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000895003,MT0000895003.mp3,0.2973954614411979,0.5266305738852252,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000900387,MT0000900387.mp3,0.44374974702380965,0.5588933937324929,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000910270,MT0000910270.mp3,0.3200622437299751,0.5577521636413433,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000927561,MT0000927561.mp3,0.4304419148486746,0.564978470568783,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000934613,MT0000934613.mp3,0.3770515539321787,0.535439860627989,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000956340,MT0000956340.mp3,0.4410679662698413,0.5311514305649228,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000971834,MT0000971834.mp3,0.45064679282735937,0.5465566839542665,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000972004,MT0000972004.mp3,0.28692785570546797,0.5576626595490157,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000973218,MT0000973218.mp3,0.46405852710921347,0.523408731486924,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000975216,MT0000975216.mp3,0.3190245189389857,0.5400641044113318,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000984023,MT0000984023.mp3,0.39728863534902586,0.5305376301078895,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0000997306,MT0000997306.mp3,0.31512384391246107,0.5372809547483766,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001043721,MT0001043721.mp3,0.39710537785324845,0.5389479602705384,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001053762,MT0001053762.mp3,0.30914697364689625,0.5092640919960091,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001062974,MT0001062974.mp3,0.31675386905837166,0.5290623898895742,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001098562,MT0001098562.mp3,0.409825745944211,0.5182580704365081,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001101467,MT0001101467.mp3,0.40059548701298703,0.512528016807429,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001116511,MT0001116511.mp3,0.31258711804990985,0.555724646107548,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001133011,MT0001133011.mp3,0.30321467099112015,0.5280768148047473,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001193202,MT0001193202.mp3,0.32013314860310943,0.5423842363633269,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001230193,MT0001230193.mp3,0.3192391088393947,0.5591381281414098,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001276044,MT0001276044.mp3,0.30761025006052967,0.5192793729968682,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001287647,MT0001287647.mp3,0.3301523941591538,0.5285152297335824,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001321861,MT0001321861.mp3,0.4339226884920634,0.5695237269611649,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001328889,MT0001328889.mp3,0.32869706597222226,0.5466023430370776,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001333258,MT0001333258.mp3,0.4104442862932086,0.5636314202503698,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001353828,MT0001353828.mp3,0.4488473385642135,0.5348578633819253,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001361436,MT0001361436.mp3,0.31619811675876514,0.5456518878753293,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001376988,MT0001376988.mp3,0.39251244859307355,0.546721010684339,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001377742,MT0001377742.mp3,0.3377187169568971,0.5340620328052157,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001380360,MT0001380360.mp3,0.3346296749211961,0.5442031863327884,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001383277,MT0001383277.mp3,0.48735668402777804,0.5507676961482055,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001397431,MT0001397431.mp3,0.5009761650910365,0.5808015542714027,Happy/Energetic,Content/Active,Q2,Angry/Tense,Q1,False
MT0001415729,MT0001415729.mp3,0.3461853715861345,0.6189775403739525,Angry/Tense,Tense/Anxious,Q2,Angry/Tense,Q2,True
MT0001419145,MT0001419145.mp3,0.4135300260416666,0.5499023400647137,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001459810,MT0001459810.mp3,0.4051877762775063,0.517765265335155,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001473110,MT0001473110.mp3,0.444633407738095,0.4990608960137084,Sad/Calm,Neutral/Balanced,Q2,Angry/Tense,Q3,False
MT0001473158,MT0001473158.mp3,0.40671502976190466,0.5399419990338099,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001510617,MT0001510617.mp3,0.3186751388070814,0.5470242906236152,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001542457,MT0001542457.mp3,0.34893985839621317,0.5772091783598341,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001553573,MT0001553573.mp3,0.29560998761102053,0.5150117181930366,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001554870,MT0001554870.mp3,0.38348079228411774,0.5488523179960132,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001568638,MT0001568638.mp3,0.49568606508972335,0.5552356622023811,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001578777,MT0001578777.mp3,0.3096241884194248,0.5531081182209668,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001583214,MT0001583214.mp3,0.35140829714556276,0.5667318834728883,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001590201,MT0001590201.mp3,0.43519429656281217,0.5632247132404753,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001590644,MT0001590644.mp3,0.33800446898668324,0.5445984776748063,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001593342,MT0001593342.mp3,0.3408948255217005,0.540852574998221,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001595082,MT0001595082.mp3,0.30687849438406684,0.5362703883566171,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001613887,MT0001613887.mp3,0.28549291508737423,0.532887402563308,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001615005,MT0001615005.mp3,0.3026869044489261,0.5517769975969392,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001616074,MT0001616074.mp3,0.4169480356625389,0.5749747357148878,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001641165,MT0001641165.mp3,0.4311682528939605,0.555297464127786,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001641166,MT0001641166.mp3,0.33029472952881656,0.5624980080046182,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001642019,MT0001642019.mp3,0.3827458405958077,0.5438907253051285,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001648703,MT0001648703.mp3,0.323179761545852,0.5454034915271968,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001710592,MT0001710592.mp3,0.3460978919958788,0.5326467776613798,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001738256,MT0001738256.mp3,0.2939475600444687,0.5373201086073418,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001766004,MT0001766004.mp3,0.31795140199350114,0.5499039335848424,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001779167,MT0001779167.mp3,0.37217746348431613,0.5413992855644001,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001801454,MT0001801454.mp3,0.36814399553571403,0.504922313988095,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001835551,MT0001835551.mp3,0.43341772150383134,0.5635189272102844,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001852290,MT0001852290.mp3,0.3464431593406308,0.5343012902228886,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001863795,MT0001863795.mp3,0.34242942708333324,0.5679069015187761,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001889075,MT0001889075.mp3,0.36712253444472187,0.5727271236049333,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001891229,MT0001891229.mp3,0.4080569790207751,0.5712916712392326,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001916989,MT0001916989.mp3,0.32151339285714287,0.5327598371342231,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001927746,MT0001927746.mp3,0.3912737549603177,0.559801804291204,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001927921,MT0001927921.mp3,0.2859401609028247,0.5410641610635097,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001934410,MT0001934410.mp3,0.35753932087418294,0.5525573905749981,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001938929,MT0001938929.mp3,0.48108333030016115,0.559161329513212,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001962373,MT0001962373.mp3,0.38242078540308827,0.5566999513087932,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001963447,MT0001963447.mp3,0.30779895446005257,0.5459915807311888,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001974130,MT0001974130.mp3,0.31959382566380934,0.5560266207246478,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001975228,MT0001975228.mp3,0.3113813042036601,0.558403208751379,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001978806,MT0001978806.mp3,0.38653849454365097,0.5844635662073153,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001989408,MT0001989408.mp3,0.32101532966040097,0.531327700012567,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001992879,MT0001992879.mp3,0.31609334516802273,0.5454119044717342,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001993588,MT0001993588.mp3,0.32645736607142867,0.5348976706141064,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0001993943,MT0001993943.mp3,0.29975966517857144,0.5301538839285712,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002012491,MT0002012491.mp3,0.3012784222075471,0.5386033009142761,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002024101,MT0002024101.mp3,0.30056850619740283,0.5380793030874351,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002050671,MT0002050671.mp3,0.45030495152417016,0.5416117319684153,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002059011,MT0002059011.mp3,0.30346922218629535,0.5149933904494436,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002099419,MT0002099419.mp3,0.4495951007846319,0.5259188690476191,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002131125,MT0002131125.mp3,0.29671226290375685,0.5211888339198859,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002169629,MT0002169629.mp3,0.42730570624657893,0.5907036094418023,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
MT0002218376,MT0002218376.mp3,0.43395663036616183,0.5546121395002442,Angry/Tense,Neutral/Balanced,Q2,Angry/Tense,Q2,True
